@relation training2_keyboard-weka.filters.unsupervised.attribute.Remove-R24-25

@attribute PosX_P numeric
@attribute PosY_P numeric
@attribute IsLegalNorth {0,1}
@attribute IsLegalEast {0,1}
@attribute IsLegalSouth {0,1}
@attribute IsLegalWest {0,1}
@attribute IsLegalStop {0,1}
@attribute PosX_G0 numeric
@attribute PosY_G0 numeric
@attribute PosX_G1 numeric
@attribute PosY_G1 numeric
@attribute PosX_G2 numeric
@attribute PosY_G2 numeric
@attribute PosX_G3 numeric
@attribute PosY_G3 numeric
@attribute Dis_G0 numeric
@attribute Dis_G1 numeric
@attribute Dis_G2 numeric
@attribute Dis_G3 numeric
@attribute Dis_Dot numeric
@attribute Dir_P {North,South,East,West,Stop}
@attribute Score numeric
@attribute Score1 numeric

@data
16,10,1,1,1,1,1,5,7,4,12,10,4,13,14,14,14,12,8,3,East,-5,-6
17,10,1,1,1,1,1,5,6,3,12,10,5,12,14,16,16,12,9,2,East,-6,-7
17,9,1,1,1,1,1,5,7,3,11,10,4,12,14,14,16,12,10,1,South,-7,92
18,9,1,0,1,1,1,6,7,3,12,10,5,12,14,14,18,12,11,-1,East,92,91
18,10,1,0,1,1,1,6,6,4,12,11,5,12,14,16,16,12,9,-1,North,91,90
17,10,1,1,1,1,1,6,6,4,11,11,6,12,13,15,14,10,9,-1,West,90,89
16,10,1,1,1,1,1,5,6,5,11,11,5,12,14,15,12,10,7,-1,West,89,88
15,10,1,1,1,1,1,5,5,4,11,11,4,13,14,15,12,10,5,-1,West,88,87
14,10,1,1,1,1,1,5,6,5,11,11,5,13,13,13,10,8,3,-1,West,87,86
14,11,1,1,1,1,1,5,6,4,11,11,4,14,13,14,10,10,2,-1,North,86,85
14,12,1,1,1,1,1,5,7,5,11,10,4,14,13,14,10,12,2,-1,North,85,84
14,13,1,1,1,1,1,5,6,5,11,10,5,13,13,16,11,12,2,-1,North,84,83
13,13,1,1,1,1,1,5,5,5,12,10,6,12,13,16,9,10,2,-1,West,83,82
12,13,1,1,1,1,1,5,5,4,12,9,6,12,12,15,9,10,2,-1,West,82,81
13,13,1,1,1,1,1,5,6,4,11,9,6,11,12,15,11,11,4,-1,East,81,80
13,12,1,1,1,1,1,4,6,4,11,9,7,11,11,15,10,9,4,-1,South,80,79
12,12,1,1,1,1,1,3,6,4,11,9,7,10,11,15,9,8,2,-1,West,79,78
11,12,1,1,1,1,1,4,6,4,12,9,7,10,12,13,7,7,2,-1,West,78,77
11,11,1,1,1,1,1,4,6,5,12,9,8,10,13,12,7,5,2,-1,South,77,76
11,12,1,1,1,1,1,3,6,5,13,9,8,10,12,14,7,6,2,-1,North,76,75
10,12,1,1,1,1,1,4,6,5,14,9,7,10,11,12,7,6,1,-1,West,75,274
10,11,1,1,1,1,1,4,5,5,14,9,7,7,1,12,8,5,-1,-1,South,274,273
10,10,1,1,1,1,1,4,4,5,14,10,7,7,1,12,9,3,-1,-1,South,273,272
9,10,1,1,1,1,1,3,4,5,13,10,6,7,1,12,7,5,-1,-1,West,272,271
9,9,1,1,1,1,1,2,4,6,13,9,6,7,1,12,7,3,-1,-1,South,271,270
10,9,1,1,1,1,1,1,4,5,13,8,6,7,1,14,9,5,-1,-1,East,270,269
10,8,1,1,1,1,1,1,3,5,12,8,5,7,1,14,9,5,-1,-1,South,269,268
10,7,1,1,1,1,1,2,3,5,12,8,4,7,1,12,10,5,-1,-1,South,268,267
10,6,1,1,1,1,1,3,3,5,13,7,4,7,1,10,12,5,-1,-1,South,267,266
10,5,1,1,1,1,1,3,4,6,13,7,3,7,1,8,12,5,-1,-1,South,266,265
10,4,1,1,1,1,1,3,4,7,13,6,3,7,1,7,12,5,-1,-1,South,265,264
9,4,1,1,1,1,1,3,4,7,14,6,3,7,1,6,12,4,-1,-1,West,264,263
8,4,1,1,1,1,1,2,4,6,14,7,3,7,1,6,12,2,-1,-1,West,263,462
7,4,1,1,1,1,1,2,3,7,14,5,1,7,1,6,10,-1,-1,-1,West,462,461
7,3,1,1,0,1,1,2,3,7,14,5,1,7,1,5,11,-1,-1,-1,South,461,460
6,3,1,1,0,1,1,2,3,6,14,5,1,7,1,4,11,-1,-1,-1,West,460,459
5,3,1,1,0,1,1,2,4,7,14,5,1,7,1,4,13,-1,-1,-1,West,459,458
4,3,1,1,0,1,1,2,5,8,14,5,1,7,1,4,15,-1,-1,-1,West,458,457
3,3,1,1,0,1,1,2,5,8,13,5,1,7,1,3,15,-1,-1,-1,West,457,456
2,3,1,1,0,1,1,3,5,8,12,5,1,7,1,3,15,-1,-1,-1,West,456,455
2,4,1,1,1,1,1,3,6,8,11,5,1,7,1,3,13,-1,-1,-1,North,455,454
3,4,1,1,1,1,1,2,6,9,11,5,1,7,1,3,13,-1,-1,-1,East,454,453
3,5,1,1,1,1,1,1,6,9,10,5,1,7,1,3,11,-1,-1,-1,North,453,452
2,5,1,1,1,1,1,2,6,8,10,5,1,7,1,1,11,-1,-1,-1,West,452,451
1,5,1,1,1,0,1,1,6,8,10,5,1,7,1,1,12,-1,-1,-1,West,451,650
1,6,1,1,1,0,1,1,1,9,10,5,1,7,1,-1,12,-1,-1,-1,North,650,649
2,6,1,1,1,1,1,1,1,8,10,5,1,7,1,-1,10,-1,-1,-1,East,649,648
3,6,1,1,1,1,1,1,1,9,10,5,1,7,1,-1,10,-1,-1,-1,East,648,647
4,6,1,1,1,1,1,1,1,9,10,5,1,7,1,-1,9,-1,-1,-1,East,647,646
5,6,1,1,1,1,1,1,1,9,10,5,1,7,1,-1,8,-1,-1,-1,East,646,645
6,6,1,1,1,1,1,1,1,9,9,5,1,7,1,-1,6,-1,-1,-1,East,645,644
7,6,1,1,1,1,1,1,1,8,9,5,1,7,1,-1,4,-1,-1,-1,East,644,643
