@relation 'training_tutorial1-weka.filters.unsupervised.attribute.Remove-R23,25'

@attribute PosX_P numeric
@attribute PosY_P numeric
@attribute IsLegalNorth {0,1}
@attribute IsLegalEast {0,1}
@attribute IsLegalSouth {0,1}
@attribute IsLegalWest {0,1}
@attribute IsLegalStop {0,1}
@attribute PosX_G0 numeric
@attribute PosY_G0 numeric
@attribute PosX_G1 numeric
@attribute PosY_G1 numeric
@attribute PosX_G2 numeric
@attribute PosY_G2 numeric
@attribute PosX_G3 numeric
@attribute PosY_G3 numeric
@attribute Dis_G0 numeric
@attribute Dis_G1 numeric
@attribute Dis_G2 numeric
@attribute Dis_G3 numeric
@attribute Dis_Dot numeric
@attribute Dir_P {North,South,East,West,Stop}
@attribute Score numeric
@attribute Score2 numeric

@data
1,6,1,1,1,0,1,1,1,5,12,5,1,7,1,-1,10,-1,-1,20,South,573,571
1,5,1,1,1,0,1,1,1,5,12,5,1,7,1,-1,11,-1,-1,21,South,572,570
1,4,1,1,1,0,1,1,1,5,12,5,1,7,1,-1,12,-1,-1,22,South,571,569
1,3,1,1,0,0,1,1,1,5,12,5,1,7,1,-1,13,-1,-1,23,South,570,568
2,3,1,1,0,1,1,1,1,5,12,5,1,7,1,-1,12,-1,-1,22,East,569,567
3,3,1,1,0,1,1,1,1,5,12,5,1,7,1,-1,11,-1,-1,21,East,568,566
4,3,1,1,0,1,1,1,1,5,12,5,1,7,1,-1,10,-1,-1,20,East,567,565
5,3,1,1,0,1,1,1,1,5,12,5,1,7,1,-1,9,-1,-1,19,East,566,564
5,4,1,1,1,1,1,1,1,5,12,5,1,7,1,-1,8,-1,-1,18,North,565,563
5,5,1,1,1,1,1,1,1,5,12,5,1,7,1,-1,7,-1,-1,17,North,564,562
5,6,1,1,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,16,North,563,561
5,7,1,1,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,15,North,562,560
5,8,1,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,14,North,561,559
5,9,0,1,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,13,North,560,558
6,9,1,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,12,East,559,557
4,12,0,1,1,1,1,9,3,11,7,19,12,22,9,14,12,15,21,2,Stop,0,-2
5,12,0,1,1,1,1,9,3,11,7,19,12,22,9,13,11,14,20,1,East,-1,97
6,12,0,1,1,1,1,9,3,11,7,19,12,22,9,12,10,13,19,1,East,-2,196
7,12,0,1,1,1,1,9,3,11,7,19,12,22,9,11,9,12,18,1,East,97,295
8,12,0,1,1,1,1,9,3,11,7,19,12,22,9,10,8,11,17,1,East,196,394
9,12,0,1,1,1,1,9,3,11,7,19,12,22,9,9,7,10,16,1,East,295,393
10,12,0,1,1,1,1,9,3,11,7,19,12,22,9,10,6,9,15,1,East,394,492
11,12,0,1,1,1,1,9,3,11,7,19,12,22,9,11,5,8,14,1,East,393,591
11,11,1,1,1,1,1,9,3,11,7,19,12,22,9,10,4,9,13,1,South,492,590
11,10,1,1,1,1,1,9,3,11,7,19,12,22,9,9,3,10,12,1,South,591,689
11,9,1,1,1,1,1,9,3,11,7,19,12,22,9,8,2,11,11,1,South,590,888
11,8,1,1,1,1,1,9,3,11,7,19,12,22,9,7,1,12,12,1,South,689,987
11,7,1,1,1,1,1,9,3,3,1,19,12,22,9,6,-1,13,13,1,South,888,986
10,7,1,1,1,1,1,9,3,3,1,19,12,22,9,5,-1,14,14,1,West,987,1085
9,7,1,1,1,1,1,9,3,3,1,19,12,22,9,4,-1,15,15,1,West,986,1084
9,6,1,1,1,1,1,9,3,3,1,19,12,22,9,3,-1,16,16,1,South,1085,1083
9,5,1,1,1,1,1,9,3,3,1,19,12,22,9,2,-1,17,17,1,South,1084,1282
9,4,1,1,1,1,1,9,3,3,1,19,12,22,9,1,-1,18,18,1,South,1083,1381
9,3,1,1,0,1,1,1,1,3,1,19,12,22,9,-1,-1,19,19,1,South,1282,1380
8,3,1,1,0,1,1,1,1,3,1,19,12,22,9,-1,-1,20,20,1,West,1381,1379
8,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,19,19,1,North,1380,1478
9,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,18,18,1,East,1379,1577
10,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,17,17,1,East,1478,1676
11,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,16,16,1,East,1577,1675
12,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,15,15,1,East,1676,1674
13,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,14,14,2,East,1675,1773
14,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,13,13,1,East,1674,1872
15,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,12,12,1,East,1773,1971
16,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,11,11,1,East,1872,1970
17,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,10,10,1,East,1971,1969
18,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,9,9,1,East,1970,1968
19,4,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,8,8,1,East,1969,2067
19,5,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,7,7,1,North,1968,2066
19,6,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,6,6,1,North,2067,2065
19,7,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,5,5,1,North,2066,2164
19,8,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,4,4,1,North,2065,2163
19,9,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,3,3,1,North,2164,2162
19,10,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,2,4,1,North,2163,2361
19,11,1,1,1,1,1,1,1,3,1,19,12,22,9,-1,-1,1,5,1,North,2162,2460
19,12,0,1,1,1,1,1,1,3,1,5,1,22,9,-1,-1,-1,6,1,North,2361,2459
18,12,0,1,1,1,1,1,1,3,1,5,1,22,9,-1,-1,-1,7,1,West,2460,2458
18,11,1,1,1,1,1,1,1,3,1,5,1,22,9,-1,-1,-1,6,1,South,2459,2557
19,11,1,1,1,1,1,1,1,3,1,5,1,22,9,-1,-1,-1,5,1,East,2458,2656
20,11,1,1,1,1,1,1,1,3,1,5,1,22,9,-1,-1,-1,4,1,East,2557,2755
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,1,Stop,0,98
8,3,0,1,0,1,1,3,5,8,7,11,7,18,11,7,4,7,18,1,West,99,197
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,1,East,98,296
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,1,East,197,295
11,3,0,1,0,1,1,3,5,8,7,11,7,18,11,10,7,4,15,1,East,296,294
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,West,295,293
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,West,294,292
8,3,0,1,0,1,1,3,5,8,7,11,7,18,11,7,4,7,18,1,West,293,291
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,East,292,290
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,East,291,289
11,3,0,1,0,1,1,3,5,8,7,11,7,18,11,10,7,4,15,1,East,290,288
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,West,289,287
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,West,288,286
8,3,0,1,0,1,1,3,5,8,7,11,7,18,11,7,4,7,18,1,West,287,285
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,East,286,284
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,East,285,283
11,3,0,1,0,1,1,3,5,8,7,11,7,18,11,10,7,4,15,1,East,284,282
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,West,283,281
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,West,282,280
8,3,0,1,0,1,1,3,5,8,7,11,7,18,11,7,4,7,18,1,West,281,279
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,East,280,278
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,East,279,277
11,3,0,1,0,1,1,3,5,8,7,11,7,18,11,10,7,4,15,1,East,278,276
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,West,277,275
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,West,276,274
8,3,0,1,0,1,1,3,5,8,7,11,7,18,11,7,4,7,18,1,West,275,273
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,East,274,272
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,East,273,271
11,3,0,1,0,1,1,3,5,8,7,11,7,18,11,10,7,4,15,1,East,272,270
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,West,271,269
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,West,270,268
8,3,0,1,0,1,1,3,5,8,7,11,7,18,11,7,4,7,18,1,West,269,267
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,2,East,268,266
10,3,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,5,16,2,East,267,365
11,3,0,1,0,1,1,3,5,8,7,11,7,18,11,10,7,4,15,1,East,266,464
12,3,0,1,0,1,1,3,5,8,7,11,7,18,11,11,8,5,14,1,East,365,563
13,3,1,0,0,1,1,3,5,8,7,11,7,18,11,12,9,6,13,1,East,464,662
13,4,1,0,1,0,1,3,5,8,7,11,7,18,11,11,8,5,12,1,North,563,761
13,5,1,1,1,1,1,3,5,8,7,11,7,18,11,10,7,4,11,1,North,662,860
12,5,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,3,12,1,West,761,859
11,5,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,2,13,1,West,860,858
12,5,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,3,12,2,East,859,957
13,5,1,1,1,1,1,3,5,8,7,11,7,18,11,10,7,4,11,1,East,858,1056
13,6,1,0,1,0,1,3,5,8,7,11,7,18,11,11,6,3,10,1,North,957,1055
13,7,1,1,1,0,1,3,5,8,7,11,7,18,11,12,5,2,9,1,North,1056,1054
13,6,1,0,1,0,1,3,5,8,7,11,7,18,11,11,6,3,10,2,South,1055,1053
13,5,1,1,1,1,1,3,5,8,7,11,7,18,11,10,7,4,11,1,South,1054,1052
12,5,0,1,0,1,1,3,5,8,7,11,7,18,11,9,6,3,12,2,West,1053,1151
11,5,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,2,13,1,West,1052,1250
10,5,0,1,0,1,1,3,5,8,7,11,7,18,11,7,4,3,14,1,West,1151,1349
9,5,0,1,0,1,1,3,5,8,7,11,7,18,11,6,3,4,15,1,West,1250,1448
8,5,0,1,0,1,1,3,5,8,7,11,7,18,11,5,2,5,16,1,West,1349,1547
7,5,0,1,0,1,1,3,5,8,7,11,7,18,11,4,3,6,17,1,West,1448,1646
6,5,1,1,1,1,1,3,5,8,7,11,7,18,11,3,4,7,18,1,West,1547,1745
5,5,0,1,0,1,1,3,5,8,7,11,7,18,11,2,5,8,19,1,West,1646,1944
4,5,0,1,1,1,1,3,5,8,7,11,7,18,11,1,6,9,20,1,West,1745,2043
3,5,1,1,0,0,1,1,1,8,7,11,7,18,11,-1,7,10,21,1,West,1944,2142
3,6,1,0,1,0,1,1,1,8,7,11,7,18,11,-1,6,9,20,1,North,2043,2241
3,7,1,1,1,1,1,1,1,8,7,11,7,18,11,-1,5,8,19,1,North,2142,2340
4,7,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,4,7,18,1,East,2241,2439
5,7,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,3,6,17,1,East,2340,2538
6,7,1,0,1,1,1,1,1,8,7,11,7,18,11,-1,2,5,16,1,East,2439,2637
6,8,1,0,1,0,1,1,1,8,7,11,7,18,11,-1,3,6,15,1,North,2538,2736
6,9,1,1,1,1,1,1,1,8,7,11,7,18,11,-1,4,7,14,1,North,2637,2835
7,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,3,6,13,1,East,2736,2834
8,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,2,5,12,1,East,2835,2833
7,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,3,6,13,2,West,2834,2832
6,9,1,1,1,1,1,1,1,8,7,11,7,18,11,-1,4,7,14,1,West,2833,2831
6,8,1,0,1,0,1,1,1,8,7,11,7,18,11,-1,3,6,15,2,South,2832,2830
6,7,1,0,1,1,1,1,1,8,7,11,7,18,11,-1,2,5,16,1,South,2831,2829
6,8,1,0,1,0,1,1,1,8,7,11,7,18,11,-1,3,6,15,2,North,2830,2828
6,9,1,1,1,1,1,1,1,8,7,11,7,18,11,-1,4,7,14,1,North,2829,2827
7,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,3,6,13,2,East,2828,2826
8,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,2,5,12,1,East,2827,2825
7,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,3,6,13,2,West,2826,2824
6,9,1,1,1,1,1,1,1,8,7,11,7,18,11,-1,4,7,14,1,West,2825,2823
6,8,1,0,1,0,1,1,1,8,7,11,7,18,11,-1,3,6,15,2,South,2824,2822
6,7,1,0,1,1,1,1,1,8,7,11,7,18,11,-1,2,5,16,1,South,2823,2821
6,8,1,0,1,0,1,1,1,8,7,11,7,18,11,-1,3,6,15,2,North,2822,2820
6,9,1,1,1,1,1,1,1,8,7,11,7,18,11,-1,4,7,14,1,North,2821,2819
7,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,3,6,13,2,East,2820,2918
8,9,0,1,0,1,1,1,1,8,7,11,7,18,11,-1,2,5,12,1,East,2819,2917
9,9,0,1,1,1,1,1,1,8,7,11,7,18,11,-1,3,4,11,1,East,2918,2916
9,8,1,1,1,0,1,1,1,8,7,11,7,18,11,-1,2,3,12,2,South,2917,3115
9,7,1,1,0,1,1,1,1,8,7,11,7,18,11,-1,1,2,13,3,South,2916,3114
8,7,0,1,0,0,1,1,1,3,1,11,7,18,11,-1,-1,3,14,3,West,3115,3113
9,7,1,1,0,1,1,1,1,3,1,11,7,18,11,-1,-1,2,13,3,East,3114,3312
10,7,1,1,0,1,1,1,1,3,1,11,7,18,11,-1,-1,1,12,2,East,3113,3311
11,7,0,0,0,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,11,2,East,3312,3310
10,7,1,1,0,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,12,2,West,3311,3409
10,8,1,0,1,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,11,1,North,3310,3508
10,9,0,1,1,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,10,1,North,3409,3607
11,9,0,1,0,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,9,1,East,3508,3706
12,9,0,1,0,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,8,1,East,3607,3805
13,9,1,1,1,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,7,1,East,3706,3904
14,9,0,1,0,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,6,1,East,3805,4003
15,9,1,1,0,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,5,1,East,3904,4002
16,9,0,0,1,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,4,1,East,4003,4101
15,9,1,1,0,1,1,1,1,3,1,5,1,18,11,-1,-1,-1,5,1,West,4002,4200
15,10,1,0,1,0,1,1,1,3,1,5,1,18,11,-1,-1,-1,4,1,North,4101,4299
9,3,0,1,0,1,1,8,7,10,7,11,7,17,9,5,5,6,14,1,Stop,0,98
8,3,1,1,0,1,1,8,7,10,7,11,7,17,9,4,6,7,15,1,West,99,97
8,4,1,0,1,0,1,8,7,10,7,11,7,17,9,3,5,6,14,2,North,98,96
8,5,0,1,1,0,1,8,7,10,7,11,7,17,9,2,4,5,13,2,North,97,95
9,5,1,1,0,1,1,8,7,10,7,11,7,17,9,3,3,4,12,3,East,96,94
9,6,1,0,1,0,1,8,7,10,7,11,7,17,9,2,2,3,11,2,North,95,293
9,7,1,1,1,1,1,8,7,10,7,11,7,17,9,1,1,2,10,1,North,94,292
8,7,0,1,0,1,1,1,1,10,7,11,7,17,9,-1,2,3,11,2,West,293,491
9,7,1,1,1,1,1,1,1,10,7,11,7,17,9,-1,1,2,10,1,East,292,690
10,7,1,1,0,1,1,1,1,3,1,11,7,17,9,-1,-1,1,9,1,East,491,689
11,7,0,0,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,8,2,East,690,788
10,7,1,1,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,9,1,West,689,887
10,8,1,0,1,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,8,1,North,788,986
10,9,0,1,1,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,7,1,North,887,1085
11,9,0,1,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,6,1,East,986,1184
12,9,0,1,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,5,1,East,1085,1283
13,9,0,0,1,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,4,1,East,1184,1382
13,8,1,0,1,0,1,1,1,3,1,5,1,17,9,-1,-1,-1,5,1,South,1283,1481
13,7,1,1,1,0,1,1,1,3,1,5,1,17,9,-1,-1,-1,6,1,South,1382,1580
14,7,0,1,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,5,1,East,1481,1679
15,7,1,1,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,4,1,East,1580,1778
16,7,0,1,1,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,3,1,East,1679,1777
17,7,0,1,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,2,1,East,1778,1776
16,7,0,1,1,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,3,1,West,1777,1875
15,7,1,1,0,1,1,1,1,3,1,5,1,17,9,-1,-1,-1,4,1,West,1776,1974
1,18,0,1,1,0,1,5,9,11,3,17,6,25,13,13,25,28,29,-1,Stop,0,-2
2,18,0,1,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,-1,East,-1,-3
3,18,0,1,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,-1,East,-2,-4
4,18,0,1,0,1,1,5,9,11,3,17,6,25,13,10,22,25,26,-1,East,-3,-5
5,18,0,1,0,1,1,5,9,11,3,17,6,25,13,9,21,24,25,-1,East,-4,-6
4,18,0,1,0,1,1,5,9,11,3,17,6,25,13,10,22,25,26,-1,West,-5,-7
3,18,0,1,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,-1,West,-6,-8
2,18,0,1,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,-1,West,-7,-9
1,18,0,1,1,0,1,5,9,11,3,17,6,25,13,13,25,28,29,-1,West,-8,-10
1,17,1,0,1,0,1,5,9,11,3,17,6,25,13,12,24,27,28,-1,South,-9,-11
1,16,1,1,1,0,1,5,9,11,3,17,6,25,13,11,23,26,27,-1,South,-10,-12
2,16,0,1,1,1,1,5,9,11,3,17,6,25,13,10,22,25,26,-1,East,-11,-13
3,16,0,1,1,1,1,5,9,11,3,17,6,25,13,9,21,24,25,-1,East,-12,-14
4,16,0,1,1,1,1,5,9,11,3,17,6,25,13,8,20,23,24,-1,East,-13,-15
5,16,0,1,1,1,1,5,9,11,3,17,6,25,13,7,19,22,23,-1,East,-14,-16
5,15,1,1,1,1,1,5,9,11,3,17,6,25,13,6,18,21,22,-1,South,-15,-17
5,14,1,1,0,1,1,5,9,11,3,17,6,25,13,5,17,20,21,-1,South,-16,-18
6,14,1,1,0,1,1,5,9,11,3,17,6,25,13,6,16,19,20,-1,East,-17,-19
7,14,1,1,0,1,1,5,9,11,3,17,6,25,13,7,15,18,19,-1,East,-18,-20
8,14,1,1,1,1,1,5,9,11,3,17,6,25,13,8,14,17,18,-1,East,-19,-21
8,13,1,1,1,0,1,5,9,11,3,17,6,25,13,7,13,16,17,-1,South,-20,-22
8,12,1,1,1,1,1,5,9,11,3,17,6,25,13,6,12,15,18,-1,South,-21,-23
7,12,0,1,0,1,1,5,9,11,3,17,6,25,13,5,13,16,19,-1,West,-22,-24
6,12,0,1,0,1,1,5,9,11,3,17,6,25,13,4,14,17,20,-1,West,-23,-25
5,12,0,1,0,1,1,5,9,11,3,17,6,25,13,3,15,18,21,-1,West,-24,-26
6,12,0,1,0,1,1,5,9,11,3,17,6,25,13,4,14,17,20,-1,East,-25,-27
7,12,0,1,0,1,1,5,9,11,3,17,6,25,13,5,13,16,19,-1,East,-26,-28
8,12,1,1,1,1,1,5,9,11,3,17,6,25,13,6,12,15,18,-1,East,-27,-29
8,11,1,1,1,0,1,5,9,11,3,17,6,25,13,5,11,14,19,-1,South,-28,-30
8,10,1,1,1,0,1,5,9,11,3,17,6,25,13,4,10,13,20,-1,South,-29,-31
8,9,1,1,1,0,1,5,9,11,3,17,6,25,13,3,9,12,21,-1,South,-30,-32
8,8,1,1,1,0,1,5,9,11,3,17,6,25,13,4,8,11,22,-1,South,-31,-33
8,7,1,1,1,0,1,5,9,11,3,17,6,25,13,5,7,10,23,-1,South,-32,-34
8,6,1,1,1,1,1,5,9,11,3,17,6,25,13,6,6,9,24,-1,South,-33,-35
7,6,0,1,0,1,1,5,9,11,3,17,6,25,13,5,7,10,25,-1,West,-34,-36
6,6,1,1,0,1,1,5,9,11,3,17,6,25,13,4,8,11,26,-1,West,-35,-37
5,6,1,1,1,1,1,5,9,11,3,17,6,25,13,3,9,12,27,-1,West,-36,-38
5,7,1,1,1,1,1,5,9,11,3,17,6,25,13,2,10,13,26,-1,North,-37,161
5,8,1,1,1,1,1,5,9,11,3,17,6,25,13,1,11,14,25,-1,North,-38,160
5,9,1,1,1,1,1,1,1,11,3,17,6,25,13,-1,12,15,24,-1,North,161,159
4,9,1,1,1,1,1,1,1,11,3,17,6,25,13,-1,13,16,25,-1,West,160,158
4,8,1,1,1,1,1,1,1,11,3,17,6,25,13,-1,12,15,26,-1,South,159,157
5,8,1,1,1,1,1,1,1,11,3,17,6,25,13,-1,11,14,25,-1,East,158,156
6,8,1,0,1,1,1,1,1,11,3,17,6,25,13,-1,10,13,24,-1,East,157,155
6,7,1,0,1,1,1,1,1,11,3,17,6,25,13,-1,9,12,25,-1,South,156,154
6,6,1,1,0,1,1,1,1,11,3,17,6,25,13,-1,8,11,26,-1,South,155,153
7,6,0,1,0,1,1,1,1,11,3,17,6,25,13,-1,7,10,25,-1,East,154,152
8,6,1,1,1,1,1,1,1,11,3,17,6,25,13,-1,6,9,24,-1,East,153,151
9,6,1,1,1,1,1,1,1,11,3,17,6,25,13,-1,5,8,23,-1,East,152,150
10,6,1,1,1,1,1,1,1,11,3,17,6,25,13,-1,4,7,22,-1,East,151,149
11,6,1,0,1,1,1,1,1,11,3,17,6,25,13,-1,3,6,21,-1,East,150,148
11,5,1,0,1,1,1,1,1,11,3,17,6,25,13,-1,2,7,22,-1,South,149,347
11,4,1,0,1,1,1,1,1,11,3,17,6,25,13,-1,1,8,23,-1,South,148,346
11,3,1,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,9,24,-1,South,347,345
10,3,1,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,10,25,-1,West,346,344
10,4,1,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,9,24,-1,North,345,343
11,4,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,8,23,-1,East,344,342
11,5,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,22,-1,North,343,341
11,6,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,6,21,-1,North,342,340
11,7,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,20,-1,North,341,339
11,8,1,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,8,19,-1,North,340,338
